Shipment_ID,Shipment_Date,Region,Transport_Mode,Priority,Distance_km,Shipment_Volume_kg,Warehouse_Processing_Hours,Traffic_Level,Weather_Condition,Delivery_Time_Hours
SHP-00926,2025-08-16,East,Rail,Standard,498,133.47,5.6,Low,Clear,19.85
SHP-00927,2025-04-21,North,Road,Standard,811,91.92,2.54,Medium,Storm,31.56
SHP-00928,2025-02-03,South,Road,Express,75,360.09,0.6,Low,Clear,5.05
SHP-00929,2025-04-21,South,Rail,Standard,1856,995.91,0.74,Medium,Storm,40.58
SHP-00930,2025-09-21,South,Sea,Standard,2605,223.83,2.68,Low,Clear,87.85
SHP-00931,2025-08-24,North,Road,Standard,1618,49.45,8.72,Low,Rain,42.23
SHP-00932,2025-03-24,South,Road,Standard,111,443.88,2.88,Low,Clear,8.52
SHP-00933,2025-02-11,East,Road,Standard,278,353.15,1.59,Medium,Clear,11.84
SHP-00934,2025-04-11,North,Road,Standard,1888,168.99,1.66,Medium,Clear,36.65
SHP-00935,2025-01-06,North,Air,Standard,656,83.2,8.61,Medium,Storm,23.23
SHP-00936,2025-06-29,South,Air,Express,1108,158.45,2.72,Low,Rain,2.93
SHP-00937,2025-10-09,West,Rail,Standard,1778,251.51,8.29,Medium,Clear,38.28
SHP-00938,2025-11-16,East,Road,Standard,1529,209.98,1.51,Medium,Storm,41.63
SHP-00939,2025-08-14,East,Air,Standard,2988,91.59,1.73,Medium,Clear,25.11
SHP-00940,2025-11-11,South,Rail,Express,1575,79.38,2.3,High,Clear,25.35
SHP-00941,2025-12-31,East,Air,Standard,810,135.92,4.5,Medium,Clear,10.58
SHP-00942,2025-08-17,North,Rail,Express,644,391.15,5.22,Medium,Rain,18.29
SHP-00943,2025-10-16,East,Air,Standard,1642,195.8,1.9,Low,Clear,12.1
SHP-00944,2025-05-30,West,Rail,Standard,1105,481.79,2.08,Low,Clear,21.22
SHP-00945,2025-10-04,East,Road,Standard,1904,172.29,0.99,High,Storm,51.38
SHP-00946,2025-07-17,West,Sea,Standard,2098,425.55,0.96,High,Rain,68.82
SHP-00947,2025-03-11,East,Rail,Express,1508,412.76,1.61,Low,Clear,26.94
SHP-00948,2025-04-22,North,Rail,Express,1911,193.75,7.81,Medium,Rain,31.48
SHP-00949,2025-01-04,West,Road,Standard,1209,738.15,1.6,Medium,Storm,36.51
SHP-00950,2025-12-16,North,Rail,Standard,1269,439.81,3.46,Medium,Clear,25.58
SHP-00951,2025-11-27,East,Rail,Express,182,523.14,2.51,High,Rain,17.32
SHP-00952,2025-11-14,North,Road,Standard,135,424.15,1.5,Low,Clear,13.98
SHP-00953,2025-12-16,North,Road,Standard,1549,193.25,4.8,Medium,Rain,39.06
SHP-00954,2025-04-05,South,Rail,Standard,1880,681.92,2.13,Low,Clear,38.65
SHP-00955,2025-06-01,South,Air,Standard,1253,458.9,5.79,Medium,Rain,16.76
SHP-00956,2025-11-07,South,Rail,Standard,2613,287.06,5.9,Low,Clear,44.29
SHP-00957,2025-05-17,East,Road,Standard,224,508.48,2.19,High,Rain,23.72
SHP-00958,2025-09-04,North,Air,Standard,2860,546.48,5.31,Medium,Clear,21.9
SHP-00959,2025-08-31,North,Road,Standard,2025,492.68,5.29,High,Clear,50.54
SHP-00960,2025-01-31,East,Road,Standard,627,232.49,2.63,Low,Clear,21.28
SHP-00961,2025-02-09,South,Road,Standard,1848,99.2,2.39,Low,Rain,43.36
SHP-00962,2025-08-17,East,Road,Express,2146,430.9,4.03,Low,Clear,44.98
SHP-00963,2025-02-05,East,Road,Standard,2625,292.65,9.82,Medium,Clear,58.55
SHP-00964,2025-08-11,West,Road,Standard,194,100.08,6.61,High,Clear,17.12
SHP-00965,2025-01-06,East,Road,Express,811,270.01,3.4,Medium,Rain,25.57
SHP-00966,2025-11-18,South,Road,Express,1427,336.28,0.6,Low,Clear,28.53
SHP-00967,2025-08-08,East,Rail,Standard,1875,279.45,3.17,Low,Rain,39.79
SHP-00968,2025-03-16,South,Rail,Standard,978,354.11,0.59,Low,Clear,21.1
SHP-00969,2025-01-04,South,Road,Express,843,183.96,0.85,High,Clear,20.11
SHP-00970,2025-12-01,West,Air,Express,1651,215.34,1.78,Medium,Clear,6.5
SHP-00971,2025-05-14,South,Road,Express,1710,383.59,3.46,Medium,Storm,43.29
SHP-00972,2025-04-28,West,Rail,Express,368,90.92,1.95,Medium,Clear,8.58
SHP-00973,2025-04-04,West,Road,Standard,1160,545.85,7.01,Low,Clear,32.98
SHP-00974,2025-03-03,West,Road,Standard,1626,222.24,3.18,Low,Clear,34.93
SHP-00975,2025-07-13,West,Rail,Standard,747,426.67,2.01,High,Clear,20.27
SHP-00976,2025-12-01,South,Rail,Standard,896,376.98,5.04,Medium,Clear,26.8
SHP-00977,2025-07-22,South,Sea,Standard,1851,289.02,1.85,Medium,Rain,63.65
SHP-00978,2025-01-26,East,Rail,Standard,832,218.26,3.52,Low,Clear,18.24
SHP-00979,2025-06-22,South,Sea,Standard,2139,336.69,0.5,Low,Clear,67.05
SHP-00980,2025-10-27,East,Road,Express,1166,283.48,1.82,Low,Clear,29.63
SHP-00981,2025-05-13,East,Road,Standard,1800,68.73,6.73,Low,Clear,44.26
SHP-00982,2025-11-22,East,Road,Standard,2626,48.27,4.35,Low,Rain,60.36
SHP-00983,2025-04-28,South,Road,Standard,1699,314.8,3.79,Medium,Clear,38.45
SHP-00984,2025-11-20,North,Rail,Standard,341,117.44,4.81,Low,Storm,22.23
SHP-00985,2025-10-02,South,Rail,Express,1018,492.06,6.77,Low,Clear,29.31
SHP-00986,2025-07-31,North,Road,Standard,1537,49.64,3.14,High,Rain,39.0
SHP-00987,2025-08-13,West,Sea,Express,1892,456.72,2.19,Medium,Clear,56.14
SHP-00988,2025-01-20,South,Air,Standard,146,419.64,5.27,High,Clear,15.1
SHP-00989,2025-04-23,North,Road,Standard,1168,264.24,2.79,Medium,Rain,34.35
SHP-00990,2025-05-20,North,Road,Standard,123,28.16,2.16,Medium,Rain,11.62
SHP-00991,2025-02-16,East,Road,Standard,1409,203.62,2.55,Low,Clear,30.18
SHP-00992,2025-01-01,East,Road,Express,1141,396.13,4.34,Medium,Clear,28.27
SHP-00993,2025-03-31,South,Road,Standard,807,20.0,0.68,Low,Clear,22.01
SHP-00994,2025-05-22,North,Rail,Express,1991,420.01,4.39,Low,Rain,34.64
SHP-00995,2025-11-16,South,Road,Standard,257,97.94,1.35,High,Clear,17.15
SHP-00996,2025-02-07,South,Road,Express,1294,59.01,1.94,Medium,Rain,34.06
SHP-00997,2025-10-20,East,Sea,Standard,1335,417.35,1.09,High,Clear,50.31
SHP-00998,2025-05-19,East,Air,Express,459,206.21,4.94,Medium,Clear,9.46
SHP-00999,2025-12-22,South,Sea,Standard,2428,325.66,3.79,Medium,Clear,81.69
SHP-01000,2025-11-29,North,Road,Standard,2441,267.78,1.35,Medium,Clear,49.23
SHP-01001,2025-09-16,West,Road,Standard,820,184.31,5.45,Medium,Clear,22.71
SHP-01002,2025-06-10,South,Rail,Express,1893,30.55,0.86,Medium,Clear,30.43
SHP-01003,2025-06-27,East,Road,Standard,123,353.27,2.44,High,Rain,15.12
SHP-01004,2025-01-10,North,Road,Standard,1710,406.94,1.03,Low,Clear,34.56
SHP-01005,2025-09-18,South,Air,Express,303,306.99,2.84,Medium,Rain,14.59
SHP-01006,2025-05-18,North,Rail,Standard,869,336.08,2.16,Medium,Clear,27.05
SHP-01007,2025-06-21,South,Road,Standard,1035,273.07,1.24,Low,Storm,30.1
SHP-01008,2025-01-13,West,Rail,Standard,381,204.84,3.21,Medium,Storm,20.73
SHP-01009,2025-06-17,South,Road,Standard,1471,539.65,1.43,Medium,Rain,36.56
SHP-01010,2025-05-10,North,Road,Express,2844,578.4,0.5,Low,Rain,59.77
SHP-01011,2025-03-25,North,Road,Express,885,744.67,0.83,Low,Clear,23.25
SHP-01012,2025-11-17,South,Road,Standard,1741,662.1,2.41,Medium,Rain,37.62
SHP-01013,2025-11-15,North,Road,Express,504,277.0,2.66,Medium,Storm,22.0
SHP-01014,2025-04-11,North,Sea,Standard,1979,160.07,1.72,Medium,Clear,60.15
SHP-01015,2025-11-25,East,Rail,Standard,1188,84.49,7.55,Low,Clear,33.54
SHP-01016,2025-09-30,South,Air,Standard,362,408.23,3.98,Low,Clear,11.12
SHP-01017,2025-09-22,South,Road,Standard,1067,345.99,4.19,High,Clear,30.09
SHP-01018,2025-02-07,West,Road,Standard,277,324.14,1.59,High,Clear,15.29
SHP-01019,2025-04-04,North,Road,Express,2931,349.31,1.44,Medium,Clear,57.03
SHP-01020,2025-04-05,West,Road,Express,907,378.79,3.62,High,Clear,27.65
SHP-01021,2025-11-01,South,Road,Standard,1318,744.27,2.63,Medium,Storm,42.68
SHP-01022,2025-03-10,West,Air,Standard,2915,299.71,3.85,Low,Clear,14.41
SHP-01023,2025-11-14,East,Air,Express,1067,373.89,2.6,Low,Rain,16.08
SHP-01024,2025-08-24,West,Rail,Express,2625,183.54,5.07,High,Clear,52.69
SHP-01025,2025-11-30,West,Rail,Express,999,809.33,3.23,Medium,Clear,18.58
SHP-01026,2025-05-17,South,Sea,Standard,476,55.48,2.84,High,Clear,25.53
SHP-01027,2025-03-17,West,Road,Express,2139,560.55,4.41,High,Clear,54.47
SHP-01028,2025-02-04,South,Road,Standard,514,310.41,8.19,Medium,Clear,26.15
SHP-01029,2025-01-01,South,Road,Standard,1695,216.91,4.88,Low,Clear,38.79
SHP-01030,2025-10-23,South,Air,Standard,327,88.76,1.16,Low,Clear,9.54
SHP-01031,2025-11-16,East,Sea,Standard,2933,417.06,2.79,Low,Clear,101.01
SHP-01032,2025-03-01,North,Road,Standard,68,132.45,2.85,Low,Clear,8.39
SHP-01033,2025-11-16,East,Sea,Standard,115,508.88,3.92,Medium,Clear,12.09
SHP-01034,2025-12-15,East,Air,Standard,216,230.2,2.4,Low,Clear,8.88
SHP-01035,2025-11-24,West,Road,Express,1658,64.25,3.17,Low,Clear,35.16
SHP-01036,2025-09-24,West,Road,Standard,452,278.41,3.34,Medium,Clear,15.87
SHP-01037,2025-12-27,South,Road,Standard,458,259.82,3.78,Medium,Clear,19.38
SHP-01038,2025-08-17,South,Sea,Standard,2209,513.0,1.16,Medium,Clear,67.49
SHP-01039,2025-09-27,North,Road,Express,646,430.51,1.29,Medium,Clear,14.36
SHP-01040,2025-11-12,North,Air,Standard,2748,83.29,9.72,Medium,Clear,24.85
SHP-01041,2025-10-13,North,Road,Standard,1112,453.25,0.54,High,Clear,25.04
SHP-01042,2025-10-18,South,Air,Standard,2202,178.11,3.32,Low,Rain,19.81
SHP-01043,2025-08-01,South,Road,Express,373,167.78,4.88,Low,Clear,6.66
SHP-01044,2025-06-14,West,Rail,Express,2032,397.5,1.49,High,Clear,31.85
SHP-01045,2025-01-05,East,Air,Standard,1487,162.43,6.59,Medium,Storm,21.65
SHP-01046,2025-12-05,South,Air,Standard,478,621.62,3.25,High,Rain,17.32
SHP-01047,2025-03-19,East,Sea,Express,2732,57.33,8.35,Low,Clear,90.88
SHP-01048,2025-03-03,North,Road,Standard,2827,250.89,1.6,High,Storm,68.15
SHP-01049,2025-05-12,South,Air,Standard,2986,255.09,2.81,High,Clear,21.2
SHP-01050,2025-03-30,East,Road,Standard,1134,103.67,2.24,Medium,Clear,31.19
SHP-01051,2025-08-25,South,Road,Standard,1685,188.94,2.02,Low,Storm,40.82
SHP-01052,2025-02-11,South,Rail,Standard,1427,175.32,2.11,High,Rain,34.15
SHP-01053,2025-03-30,West,Road,Standard,442,57.64,2.52,High,Clear,15.71
SHP-01054,2025-10-23,West,Rail,Standard,2301,136.04,2.39,High,Rain,46.42
SHP-01055,2025-11-24,East,Sea,Express,2355,225.81,5.24,Low,Rain,75.66
SHP-01056,2025-10-22,East,Road,Standard,2583,214.44,4.97,High,Clear,58.6
SHP-01057,2025-04-14,East,Air,Express,1590,412.9,0.9,Low,Clear,9.59
SHP-01058,2025-01-14,North,Road,Standard,495,583.41,2.11,Low,Clear,16.43
SHP-01059,2025-10-15,South,Road,Standard,1253,196.02,4.05,Medium,Storm,42.14
SHP-01060,2025-06-28,North,Road,Standard,1073,89.67,3.81,Low,Clear,22.18
SHP-01061,2025-05-05,South,Sea,Express,391,336.53,2.71,Medium,Rain,18.98
SHP-01062,2025-12-19,East,Sea,Express,182,224.51,3.16,Medium,Clear,9.63
SHP-01063,2025-01-23,North,Sea,Standard,2540,481.63,2.44,Low,Clear,82.23
SHP-01064,2025-03-04,West,Sea,Express,1909,229.22,5.53,Medium,Clear,64.6
SHP-01065,2025-05-23,West,Road,Standard,2350,258.59,5.16,High,Rain,59.81
SHP-01066,2025-06-02,East,Road,Express,314,217.88,2.58,Low,Clear,8.36
SHP-01067,2025-05-25,East,Air,Express,142,632.5,3.06,Medium,Clear,10.37
SHP-01068,2025-08-13,West,Rail,Express,1735,275.23,2.59,Medium,Clear,25.85
SHP-01069,2025-11-05,North,Road,Standard,1484,509.85,2.88,Medium,Clear,30.7
SHP-01070,2025-04-14,West,Road,Standard,2235,194.93,6.06,Low,Clear,46.45
SHP-01071,2025-04-14,North,Rail,Standard,1281,383.65,2.39,Medium,Rain,28.57
SHP-01072,2025-02-08,West,Rail,Standard,1051,421.16,2.03,Low,Clear,23.99
SHP-01073,2025-07-17,South,Road,Standard,1710,199.77,3.04,High,Clear,34.24
SHP-01074,2025-05-14,West,Rail,Standard,1646,434.59,10.08,Medium,Clear,41.99
SHP-01075,2025-03-08,West,Rail,Standard,2404,58.74,2.57,Medium,Storm,49.05
SHP-01076,2025-06-28,North,Rail,Standard,315,301.9,1.82,Medium,Clear,7.61
SHP-01077,2025-02-11,South,Road,Standard,695,389.85,4.74,Medium,Clear,23.58
SHP-01078,2025-01-15,West,Air,Standard,2415,140.36,5.07,Medium,Clear,21.64
SHP-01079,2025-04-21,South,Road,Express,1186,169.8,3.44,Medium,Clear,29.7
SHP-01080,2025-06-06,West,Road,Standard,2998,98.14,1.96,Medium,Clear,65.72
SHP-01081,2025-10-16,East,Air,Standard,1451,107.13,5.55,Low,Clear,10.56
SHP-01082,2025-08-19,South,Rail,Express,503,127.29,1.25,Low,Rain,11.07
SHP-01083,2025-06-06,South,Road,Standard,2288,433.03,0.5,Medium,Clear,46.35
SHP-01084,2025-02-07,North,Air,Standard,1964,133.8,2.73,High,Clear,22.95
SHP-01085,2025-04-07,West,Rail,Standard,1513,34.94,9.54,Low,Clear,35.54
SHP-01086,2025-10-16,South,Air,Standard,1260,355.89,3.5,Low,Clear,20.9
SHP-01087,2025-09-11,East,Air,Express,880,38.11,2.49,Low,Clear,5.96
SHP-01088,2025-07-15,South,Rail,Standard,1440,238.51,4.19,High,Rain,33.4
SHP-01089,2025-03-27,East,Rail,Standard,1162,197.09,4.18,High,Rain,31.6
SHP-01090,2025-11-18,West,Road,Standard,2284,188.12,6.46,Medium,Rain,59.09
SHP-01091,2025-01-10,West,Road,Standard,2916,67.74,1.73,High,Clear,62.62
SHP-01092,2025-01-05,South,Road,Express,2019,328.95,4.28,Medium,Rain,46.29
SHP-01093,2025-05-03,West,Rail,Standard,2229,132.28,3.04,High,Clear,43.91
SHP-01094,2025-11-26,West,Rail,Standard,921,412.71,3.29,Low,Rain,23.16
SHP-01095,2025-12-19,East,Road,Standard,684,341.42,2.96,Low,Storm,24.71
SHP-01096,2025-04-28,West,Road,Standard,1449,571.01,2.93,Medium,Clear,35.29
SHP-01097,2025-10-21,North,Rail,Standard,740,266.8,0.92,Medium,Clear,17.12
SHP-01098,2025-06-08,North,Road,Express,2789,359.03,2.31,Medium,Clear,55.96
SHP-01099,2025-10-30,West,Air,Express,1915,154.62,2.98,Medium,Rain,16.98
SHP-01100,2025-08-16,South,Road,Express,1107,39.81,3.94,Medium,Clear,31.92
SHP-01101,2025-12-31,West,Rail,Express,2005,132.26,3.31,Low,Storm,36.6
SHP-01102,2025-08-04,West,Sea,Standard,631,345.97,3.22,Low,Clear,24.59
SHP-01103,2025-07-03,North,Road,Standard,2268,296.56,4.51,High,Clear,51.59
SHP-01104,2025-01-15,West,Rail,Express,1439,200.31,7.19,High,Clear,33.11
SHP-01105,2025-06-06,South,Road,Express,833,178.55,2.72,High,Rain,24.34
SHP-01106,2025-05-16,East,Rail,Express,230,92.68,1.71,Medium,Clear,9.43
SHP-01107,2025-09-18,East,Rail,Standard,68,197.33,5.51,Medium,Clear,15.71
SHP-01108,2025-06-06,West,Road,Standard,1299,193.12,4.25,Medium,Clear,25.82
SHP-01109,2025-02-16,North,Rail,Express,2978,552.5,2.58,Low,Clear,48.28
SHP-01110,2025-11-20,South,Sea,Express,1666,325.59,0.5,Low,Rain,51.08
SHP-01111,2025-11-28,East,Road,Express,2272,267.74,5.61,Low,Clear,49.8
SHP-01112,2025-06-22,East,Road,Standard,1295,285.77,1.67,High,Rain,34.54
SHP-01113,2025-05-10,East,Sea,Standard,1688,625.95,2.73,Low,Storm,66.3
SHP-01114,2025-04-05,North,Rail,Standard,103,175.58,2.52,High,Clear,15.36
SHP-01115,2025-04-25,South,Sea,Express,2792,155.8,5.78,Medium,Rain,91.55
SHP-01116,2025-08-31,South,Rail,Standard,2960,653.77,3.76,Medium,Storm,60.97
SHP-01117,2025-10-19,West,Air,Standard,1476,398.37,1.31,Low,Rain,11.06
SHP-01118,2025-10-09,South,Road,Express,2446,146.14,11.39,Low,Rain,55.38
SHP-01119,2025-10-26,North,Air,Standard,492,664.15,4.4,High,Clear,17.19
SHP-01120,2025-10-10,West,Sea,Express,2930,188.09,1.94,Low,Clear,84.95
SHP-01121,2025-03-10,North,Rail,Standard,629,188.17,6.86,Low,Clear,23.25
SHP-01122,2025-05-28,West,Road,Express,331,73.73,3.13,Low,Rain,11.31
SHP-01123,2025-01-11,East,Road,Standard,2457,92.91,2.84,Low,Storm,59.95
SHP-01124,2025-09-11,West,Road,Express,872,459.68,2.96,Low,Clear,26.86
SHP-01125,2025-11-26,South,Road,Express,2989,220.34,3.11,Medium,Clear,58.39
SHP-01126,2025-12-26,North,Road,Standard,1719,238.3,3.04,Medium,Clear,40.1
SHP-01127,2025-02-07,East,Rail,Standard,690,552.48,2.87,Medium,Rain,25.0
SHP-01128,2025-05-14,West,Rail,Standard,1081,343.54,2.17,Low,Clear,25.24
SHP-01129,2025-07-19,East,Road,Standard,2066,93.64,1.84,High,Clear,48.1
SHP-01130,2025-01-23,North,Rail,Express,612,519.18,3.47,High,Clear,16.57
SHP-01131,2025-10-30,East,Road,Standard,2588,472.38,1.86,Low,Clear,53.96
SHP-01132,2025-12-12,West,Road,Standard,390,220.83,3.85,Medium,Clear,20.95
SHP-01133,2025-10-29,East,Road,Standard,521,79.14,6.66,Low,Rain,21.25
SHP-01134,2025-12-29,West,Rail,Express,1760,315.38,3.1,High,Clear,34.48
SHP-01135,2025-08-06,West,Road,Express,2346,110.53,3.57,Medium,Storm,53.52
SHP-01136,2025-05-21,East,Road,Standard,284,200.63,5.79,High,Clear,21.92
SHP-01137,2025-04-14,North,Road,Standard,1156,211.62,2.7,Low,Clear,28.33
SHP-01138,2025-07-29,South,Air,Standard,1166,118.37,2.09,Medium,Clear,9.12
SHP-01139,2025-04-21,North,Road,Standard,1958,568.67,0.5,Low,Storm,44.42
SHP-01140,2025-04-14,South,Rail,Standard,1467,144.74,3.37,Medium,Rain,26.21
SHP-01141,2025-11-12,South,Air,Standard,873,545.75,2.1,Medium,Clear,9.31
SHP-01142,2025-06-20,North,Air,Standard,1341,263.76,2.57,Low,Rain,15.67
SHP-01143,2025-12-22,South,Sea,Standard,681,70.29,0.51,Medium,Clear,30.42
SHP-01144,2025-11-20,North,Road,Standard,578,223.39,2.57,Medium,Clear,20.83
SHP-01145,2025-05-13,West,Road,Standard,2030,563.89,1.36,High,Clear,49.74
SHP-01146,2025-10-20,West,Sea,Standard,2219,217.13,1.16,Low,Rain,71.02
SHP-01147,2025-11-24,North,Rail,Express,2989,139.51,1.5,High,Clear,52.36
SHP-01148,2025-05-07,West,Rail,Express,2107,458.6,1.37,High,Clear,38.97
SHP-01149,2025-04-16,East,Air,Standard,1389,127.13,5.22,High,Clear,24.15
SHP-01150,2025-04-02,South,Air,Standard,2935,195.82,5.98,High,Clear,23.77
SHP-01151,2025-10-14,North,Sea,Express,1346,233.88,3.41,High,Clear,51.39
SHP-01152,2025-02-20,South,Sea,Express,1379,197.88,8.24,Medium,Clear,52.0
SHP-01153,2025-01-29,West,Air,Standard,1283,255.16,2.48,Low,Clear,13.53
SHP-01154,2025-10-23,East,Road,Standard,2031,213.58,0.5,Medium,Storm,44.59
SHP-01155,2025-10-24,North,Sea,Standard,1803,116.03,1.66,Medium,Clear,61.72
SHP-01156,2025-08-02,North,Road,Standard,2850,183.61,2.99,High,Clear,62.95
SHP-01157,2025-09-24,South,Road,Standard,2983,345.5,1.52,Medium,Clear,61.06
SHP-01158,2025-09-14,South,Sea,Standard,2561,539.47,3.2,Low,Clear,76.93
SHP-01159,2025-10-29,North,Road,Standard,2809,86.8,4.59,Medium,Rain,62.63
SHP-01160,2025-04-11,South,Road,Standard,2825,101.7,1.5,High,Clear,62.24
SHP-01161,2025-12-12,West,Road,Standard,2814,381.78,7.27,Low,Rain,60.08
SHP-01162,2025-04-20,West,Sea,Standard,1998,705.5,9.88,Medium,Rain,69.43
SHP-01163,2025-07-01,South,Rail,Standard,2177,153.88,8.82,Medium,Rain,47.91
SHP-01164,2025-11-09,West,Air,Standard,2577,112.24,0.68,Low,Clear,16.68
SHP-01165,2025-01-01,South,Road,Standard,951,504.42,2.18,Low,Clear,25.25
SHP-01166,2025-11-15,South,Air,Express,940,491.26,3.7,Medium,Clear,13.6
SHP-01167,2025-02-24,North,Air,Standard,1620,28.58,1.04,High,Rain,16.96
SHP-01168,2025-05-29,East,Road,Express,1874,48.82,1.13,Low,Clear,37.33
SHP-01169,2025-11-05,West,Road,Express,2115,99.45,0.63,Medium,Clear,39.63
SHP-01170,2025-05-17,East,Road,Standard,1238,391.95,3.18,High,Clear,30.8
SHP-01171,2025-07-21,South,Sea,Standard,1598,237.7,3.86,High,Rain,65.97
SHP-01172,2025-11-09,East,Rail,Standard,251,286.51,5.81,High,Rain,23.77
SHP-01173,2025-04-27,North,Sea,Express,790,603.56,4.25,Medium,Clear,25.49
SHP-01174,2025-06-03,West,Road,Express,1419,141.79,4.69,High,Clear,36.3
SHP-01175,2025-10-18,South,Air,Express,1439,308.39,0.79,Low,Clear,7.55
SHP-01176,2025-03-04,South,Air,Standard,2050,400.18,3.61,Medium,Clear,15.82
SHP-01177,2025-09-01,East,Air,Standard,1521,170.22,2.93,Medium,Rain,15.3
SHP-01178,2025-01-25,East,Sea,Standard,1586,108.22,1.92,Low,Rain,55.56
SHP-01179,2025-03-31,North,Road,Standard,368,485.61,2.39,Medium,Clear,17.67
SHP-01180,2025-03-16,East,Road,Standard,2314,298.97,3.87,Low,Clear,52.13
SHP-01181,2025-10-21,North,Air,Standard,1107,67.96,4.87,High,Rain,18.08
SHP-01182,2025-07-29,East,Air,Express,1944,603.77,9.14,Medium,Storm,23.77
SHP-01183,2025-12-13,West,Rail,Standard,2363,329.03,4.02,Medium,Storm,52.38
SHP-01184,2025-01-17,West,Road,Standard,773,423.31,5.19,Low,Rain,26.77
SHP-01185,2025-05-08,East,Rail,Standard,2872,264.46,5.07,Low,Clear,50.95
SHP-01186,2025-12-30,East,Road,Express,1750,134.85,6.02,High,Rain,45.43
SHP-01187,2025-09-08,North,Road,Express,462,279.73,1.35,High,Rain,18.87
SHP-01188,2025-06-28,West,Rail,Standard,1325,527.94,3.24,High,Rain,32.05
SHP-01189,2025-07-01,South,Air,Standard,450,196.89,1.57,Low,Clear,10.44
SHP-01190,2025-06-01,South,Road,Standard,1889,108.58,1.65,Low,Storm,43.52
SHP-01191,2025-01-25,South,Road,Express,773,1048.49,4.09,Medium,Clear,20.96
SHP-01192,2025-06-29,North,Road,Standard,2379,275.0,4.14,Medium,Clear,54.61
SHP-01193,2025-07-17,East,Road,Standard,1185,277.34,3.99,Low,Clear,27.06
SHP-01194,2025-12-10,North,Air,Standard,2820,204.42,2.07,Medium,Clear,12.54
SHP-01195,2025-06-10,East,Sea,Standard,800,305.94,3.3,Medium,Clear,32.98
SHP-01196,2025-06-26,South,Road,Express,317,422.8,2.56,Low,Clear,5.23
SHP-01197,2025-10-12,North,Air,Standard,2395,365.17,3.99,Medium,Rain,15.63
SHP-01198,2025-03-04,East,Sea,Standard,1390,494.06,5.91,Medium,Rain,56.16
SHP-01199,2025-05-30,North,Air,Standard,619,279.33,1.51,Medium,Rain,11.0
SHP-01200,2025-06-03,South,Road,Standard,2606,196.95,3.07,Medium,Clear,60.34
SHP-01201,2025-06-05,East,Sea,Express,2023,500.21,5.18,Medium,Rain,64.82
SHP-01202,2025-02-18,North,Road,Standard,595,562.0,0.85,Low,Clear,16.52
SHP-01203,2025-12-03,West,Road,Express,2872,194.43,5.48,High,Clear,64.12
SHP-01204,2025-03-25,North,Road,Express,414,110.46,0.5,High,Clear,10.56
SHP-01205,2025-12-27,North,Rail,Standard,596,240.76,1.35,Medium,Rain,20.98
SHP-01206,2025-06-26,East,Road,Standard,320,121.35,2.97,Low,Clear,15.26
SHP-01207,2025-05-28,South,Road,Standard,788,222.75,2.51,Medium,Clear,18.22
SHP-01208,2025-04-28,North,Road,Express,2634,323.26,2.31,Medium,Clear,53.0
SHP-01209,2025-12-08,South,Air,Standard,1307,107.58,8.68,High,Clear,21.69
SHP-01210,2025-03-04,South,Sea,Standard,108,235.26,1.21,High,Storm,18.08
SHP-01211,2025-07-08,West,Road,Standard,1324,248.67,4.2,High,Storm,38.46
SHP-01212,2025-12-26,South,Sea,Express,1920,437.43,8.88,Low,Clear,65.01
SHP-01213,2025-02-18,West,Sea,Standard,135,576.75,5.28,High,Clear,24.62
SHP-01214,2025-11-23,West,Air,Standard,812,192.66,3.89,Medium,Clear,11.05
SHP-01215,2025-09-14,South,Road,Standard,439,797.2,3.59,High,Rain,28.08
SHP-01216,2025-08-12,West,Air,Standard,1253,389.93,2.29,Medium,Clear,10.52
SHP-01217,2025-05-21,South,Sea,Express,768,180.17,2.18,Medium,Clear,27.99
SHP-01218,2025-08-03,West,Air,Standard,2953,189.82,1.03,Medium,Clear,19.52
SHP-01219,2025-07-30,North,Road,Express,198,175.8,5.7,Low,Clear,9.61
SHP-01220,2025-11-14,East,Rail,Standard,632,166.9,1.12,Medium,Clear,16.23
SHP-01221,2025-02-01,South,Rail,Standard,170,524.29,2.93,High,Clear,17.09
SHP-01222,2025-06-07,South,Rail,Standard,2862,415.98,2.46,Low,Clear,54.03
SHP-01223,2025-10-12,East,Road,Standard,2702,204.31,3.48,Low,Clear,58.45
SHP-01224,2025-11-01,East,Road,Standard,2353,142.58,4.56,Low,Storm,56.37
SHP-01225,2025-10-13,North,Air,Standard,815,485.28,2.24,Medium,Clear,10.56
SHP-01226,2025-05-24,North,Sea,Standard,2961,272.25,1.34,High,Clear,102.57
SHP-01227,2025-01-19,East,Road,Standard,849,93.6,1.86,Low,Storm,28.88
SHP-01228,2025-01-18,East,Sea,Standard,2156,26.53,1.55,Low,Rain,68.52
SHP-01229,2025-09-14,West,Road,Express,1071,209.41,9.02,High,Clear,29.42
SHP-01230,2025-03-19,West,Air,Standard,1519,290.72,6.68,High,Rain,16.33
SHP-01231,2025-06-24,West,Air,Standard,2485,339.3,1.0,Low,Clear,15.43
SHP-01232,2025-07-13,East,Air,Standard,1159,604.5,2.49,High,Rain,20.6
SHP-01233,2025-04-23,South,Sea,Express,2883,60.16,1.5,Medium,Storm,91.9
SHP-01234,2025-04-24,North,Road,Express,1300,274.24,1.89,High,Clear,31.42
